image_id,diagnosis,mri_intensity_mean,mri_intensity_std,mri_intensity_variance,mri_intensity_skewness,mri_intensity_kurtosis,mri_intensity_entropy,mri_intensity_energy,mri_intensity_rms,mri_intensity_p10,mri_intensity_p90,mri_dynamic_range,mri_edge_density,mri_laplacian_sharpness,mri_foreground_ratio,mri_spatial_contrast,mri_spatial_homogeneity,mri_spatial_dissimilarity,mri_spatial_correlation,mri_glcm_energy,mri_hemispheric_symmetry,mri_high_freq_fourier_ratio,mri_compactness,mri_contrast_to_noise,mri_tissue_heterogeneity
Tr-gl_523.jpg,1,0.1909,0.186,0.0346,0.7651,-0.0156,3.4176,0.071,0.2665,0.0081,0.4211,0.413,0.2006,0.0045,0.5688,0.0018,0.9983,0.0202,0.9745,0.9966,0.7871,0.2346,50.0,20.0,0.0709
Tr-gl_545.jpg,1,0.1316,0.169,0.0286,1.2883,1.0744,2.7908,0.0459,0.2142,0.0,0.3489,0.3489,0.1859,0.0062,0.4182,0.0025,0.9976,0.0208,0.9569,0.9954,0.8608,0.2782,50.0,20.0,0.0596
Tr-gl_567.jpg,1,0.1173,0.155,0.024,1.0494,0.1827,2.2206,0.0378,0.1944,0.0,0.3195,0.3195,0.1068,0.0024,0.369,0.0009,0.9991,0.0112,0.9805,0.9982,0.9401,0.2548,50.0,20.0,0.049
Tr-gl_589.jpg,1,0.1295,0.1812,0.0328,1.4251,1.3398,2.7465,0.0496,0.2228,0.0,0.3755,0.3755,0.1811,0.0062,0.3692,0.0019,0.9982,0.0186,0.9713,0.9964,0.8768,0.3013,50.0,20.0,0.0676
Tr-gl_61.jpg,1,0.1835,0.1834,0.0336,1.2948,1.8384,3.6991,0.0673,0.2594,0.012,0.404,0.392,0.2224,0.0055,0.5804,0.0022,0.9979,0.0228,0.9674,0.9958,0.7946,0.245,50.0,15.387,0.0695
Tr-gl_631.jpg,1,0.1394,0.1739,0.0302,1.1657,0.84,2.7527,0.0497,0.2229,0.0,0.3699,0.3699,0.184,0.0079,0.4285,0.0026,0.9975,0.0211,0.9563,0.995,0.9129,0.2927,50.0,20.0,0.0631
Tr-gl_653.jpg,1,0.0961,0.1264,0.016,1.0307,0.2565,2.0068,0.0252,0.1588,0.0,0.251,0.251,0.0981,0.002,0.3704,0.0008,0.9992,0.0105,0.9741,0.9984,0.9428,0.2481,50.0,20.0,0.0328
Tr-gl_675.jpg,1,0.1007,0.1291,0.0167,1.166,0.8759,2.5218,0.0268,0.1637,0.0,0.2669,0.2669,0.1267,0.0037,0.4212,0.0012,0.9989,0.0137,0.9649,0.9977,0.9351,0.2939,50.0,20.0,0.0345
Tr-gl_697.jpg,1,0.1559,0.1778,0.0316,1.0772,0.7249,3.0198,0.0559,0.2365,0.0,0.38,0.38,0.1837,0.0065,0.4765,0.0022,0.9979,0.0194,0.9647,0.9958,0.9088,0.2832,50.0,20.0,0.0655
Tr-gl_718.jpg,1,0.1553,0.1821,0.0332,1.1128,0.6335,3.1494,0.0573,0.2393,0.0,0.4056,0.4056,0.204,0.0061,0.4749,0.0024,0.9977,0.0211,0.9644,0.9956,0.8538,0.2626,50.0,20.0,0.0687
Tr-gl_74.jpg,1,0.1618,0.1916,0.0367,0.9368,-0.185,3.0132,0.0629,0.2508,0.0,0.439,0.439,0.1937,0.0048,0.4449,0.0021,0.998,0.0208,0.972,0.9961,0.8482,0.2545,50.0,20.0,0.0755
Tr-gl_761.jpg,1,0.1645,0.1586,0.0252,1.1581,1.7247,3.3842,0.0522,0.2285,0.0122,0.3496,0.3374,0.262,0.0116,0.5748,0.0033,0.9969,0.0269,0.9345,0.9939,0.8214,0.2992,50.0,17.8873,0.0536
Tr-gl_783.jpg,1,0.1128,0.1468,0.0215,1.1983,0.8929,2.5797,0.0343,0.1851,0.0,0.3108,0.3108,0.154,0.0053,0.398,0.0017,0.9983,0.0169,0.9598,0.9967,0.9109,0.2974,50.0,20.0,0.0448
Tr-gl_804.jpg,1,0.1261,0.1405,0.0197,1.3334,2.5986,2.8073,0.0356,0.1888,0.004,0.2691,0.2651,0.1631,0.0047,0.4786,0.002,0.9981,0.0169,0.9489,0.9964,0.8686,0.2341,50.0,19.6167,0.0415
Tr-gl_826.jpg,1,0.1112,0.1566,0.0245,1.5163,2.1041,2.4804,0.0369,0.1921,0.0,0.2857,0.2857,0.1349,0.0031,0.3899,0.0013,0.9987,0.0139,0.9727,0.9974,0.9259,0.2335,50.0,20.0,0.0504
Tr-gl_848.jpg,1,0.0934,0.1057,0.0112,1.4089,2.7862,2.7411,0.0199,0.1411,0.0,0.2165,0.2165,0.1532,0.0044,0.4697,0.0015,0.9985,0.0173,0.9317,0.9971,0.9208,0.2947,50.0,8.6949,0.0239
Tr-gl_87.jpg,1,0.148,0.1855,0.0344,1.0755,0.2004,2.7789,0.0563,0.2374,0.0,0.4083,0.4083,0.181,0.0053,0.4197,0.0018,0.9982,0.0187,0.9734,0.9965,0.9211,0.2642,50.0,20.0,0.0707
Tr-gl_891.jpg,1,0.1797,0.1589,0.0252,0.6919,0.299,3.3639,0.0575,0.2399,0.0123,0.3539,0.3416,0.2015,0.0052,0.5991,0.0017,0.9984,0.0199,0.9664,0.9968,0.8249,0.2656,50.0,19.5965,0.0522
Tr-gl_912.jpg,1,0.1296,0.1714,0.0294,1.4376,1.8491,2.6943,0.0462,0.2149,0.0,0.3373,0.3373,0.1762,0.0072,0.4006,0.0025,0.9976,0.0188,0.9568,0.9953,0.9107,0.2824,50.0,20.0,0.0613
Tr-gl_934.jpg,1,0.1529,0.1669,0.0279,1.1209,1.2153,3.2832,0.0512,0.2264,0.0,0.3537,0.3537,0.1866,0.0045,0.5124,0.0017,0.9983,0.0191,0.9691,0.9967,0.8723,0.2541,50.0,15.2987,0.0574
Tr-gl_956.jpg,1,0.1163,0.1477,0.0218,1.5651,2.6639,2.7645,0.0353,0.188,0.0043,0.3064,0.3021,0.1466,0.0028,0.4457,0.0013,0.9987,0.0144,0.9699,0.9975,0.8455,0.2115,50.0,20.0,0.0449
Tr-gl_978.jpg,1,0.0961,0.1546,0.0239,1.6799,1.9234,2.2369,0.0331,0.1821,0.0,0.348,0.348,0.131,0.0033,0.2979,0.0012,0.9988,0.0137,0.9741,0.9976,0.9106,0.2635,50.0,20.0,0.049
Tr-aug-me_1.jpg,1,0.1121,0.1454,0.0211,1.4017,1.8458,2.7698,0.0337,0.1836,0.0,0.3049,0.3049,0.1429,0.0036,0.4346,0.0012,0.9988,0.0145,0.9713,0.9976,0.8486,0.2555,50.0,17.585,0.0435
Tr-aug-me_30.jpg,1,0.1789,0.2124,0.0451,0.9626,-0.0171,3.1655,0.0771,0.2777,0.0,0.4898,0.4898,0.2295,0.0087,0.4702,0.0031,0.9971,0.0244,0.9662,0.9943,0.7847,0.2857,50.0,20.0,0.0932
Tr-aug-me_52.jpg,1,0.1398,0.17,0.0289,1.1852,0.9399,2.9696,0.0484,0.2201,0.0,0.3618,0.3618,0.1645,0.0035,0.4313,0.0014,0.9986,0.0165,0.9758,0.9973,0.9058,0.2337,50.0,18.9299,0.0592
Tr-aug-me_74.jpg,1,0.1943,0.164,0.0269,0.7461,0.4652,3.7484,0.0647,0.2543,0.004,0.3968,0.3927,0.2548,0.0056,0.6718,0.0024,0.9977,0.0247,0.9551,0.9955,0.7654,0.2316,50.0,14.157,0.0562
Tr-aug-me_96.jpg,1,0.1645,0.1625,0.0264,0.6183,-0.4474,3.199,0.0535,0.2312,0.0,0.3689,0.3689,0.1736,0.005,0.5384,0.0018,0.9983,0.0184,0.9657,0.9966,0.8695,0.2823,50.0,18.9269,0.0547
Tr-me_1016.jpg,1,0.1425,0.1647,0.0271,1.5419,3.1629,3.1567,0.0474,0.2178,0.004,0.312,0.308,0.1746,0.0029,0.4918,0.0013,0.9987,0.0157,0.9761,0.9975,0.8486,0.1806,50.0,15.2403,0.0555
Tr-me_1038.jpg,1,0.1002,0.1369,0.0188,1.411,1.5645,2.3648,0.0288,0.1697,0.0,0.28,0.28,0.1254,0.0022,0.3479,0.001,0.999,0.0125,0.9736,0.9981,0.9338,0.2287,50.0,17.2598,0.0385
Tr-me_106.jpg,1,0.1264,0.1936,0.0375,1.3776,0.9296,2.1178,0.0535,0.2312,0.0,0.4024,0.4024,0.1066,0.0015,0.3045,0.0007,0.9993,0.0097,0.9901,0.9986,0.9478,0.1947,50.0,20.0,0.0757
Tr-me_1081.jpg,1,0.1944,0.1915,0.0367,1.0087,0.8131,3.6032,0.0745,0.2729,0.0087,0.4174,0.4087,0.2267,0.008,0.5824,0.0023,0.9978,0.0223,0.9692,0.9958,0.7943,0.2775,50.0,20.0,0.0756
Tr-me_1102.jpg,1,0.1662,0.1765,0.0311,1.0518,1.0407,3.1393,0.0588,0.2425,0.0,0.3527,0.3527,0.1998,0.0059,0.5113,0.0025,0.9976,0.0212,0.9598,0.9953,0.8635,0.2481,50.0,19.795,0.0648
Tr-me_1124.jpg,1,0.1479,0.1807,0.0326,1.1409,0.8133,2.7638,0.0545,0.2334,0.0,0.3745,0.3745,0.1474,0.0025,0.434,0.0014,0.9986,0.0156,0.9781,0.9972,0.9094,0.2284,50.0,20.0,0.0667
Tr-me_1146.jpg,1,0.3627,0.2747,0.0755,0.6974,0.0584,3.7738,0.207,0.455,0.0471,0.8275,0.7804,0.2738,0.0063,0.7067,0.0034,0.9967,0.0261,0.9774,0.9936,0.8423,0.2169,50.0,20.0,0.1544
Tr-me_1168.jpg,1,0.3862,0.3022,0.0913,0.7483,-0.6607,4.0428,0.2405,0.4904,0.0797,0.9323,0.8526,0.3948,0.0176,0.8844,0.0075,0.9933,0.041,0.9591,0.9873,0.4912,0.279,50.0,20.0,0.1902
Tr-me_119.jpg,1,0.1599,0.1749,0.0306,0.9808,0.2781,3.184,0.0562,0.237,0.0081,0.3806,0.3725,0.1814,0.0038,0.4904,0.0015,0.9986,0.0173,0.9757,0.9972,0.811,0.2243,50.0,20.0,0.0627
Tr-me_1210.jpg,1,0.146,0.1713,0.0293,1.1663,1.1573,2.9878,0.0507,0.2251,0.0,0.3496,0.3496,0.1946,0.0065,0.4665,0.0025,0.9976,0.0216,0.9568,0.9952,0.8636,0.2856,50.0,20.0,0.0612
Tr-me_1232.jpg,1,0.1777,0.1831,0.0335,0.8193,0.0964,3.3454,0.0651,0.2552,0.0,0.3976,0.3976,0.1979,0.0047,0.543,0.0022,0.9979,0.021,0.9673,0.9958,0.8338,0.2476,50.0,20.0,0.0692
Tr-me_1254.jpg,1,0.13,0.1793,0.0322,1.2853,0.9412,2.4238,0.0491,0.2215,0.0,0.3715,0.3715,0.1373,0.0028,0.3554,0.0015,0.9986,0.0139,0.9765,0.9972,0.9166,0.2057,50.0,20.0,0.0658
Tr-me_1276.jpg,1,0.1567,0.1693,0.0287,0.8892,0.2609,3.1679,0.0532,0.2307,0.0,0.3775,0.3775,0.1647,0.0041,0.4975,0.0015,0.9986,0.0167,0.9741,0.9972,0.8659,0.2561,50.0,19.9523,0.0588
Tr-me_1298.jpg,1,0.1388,0.1834,0.0336,1.2687,1.1324,2.6491,0.0529,0.23,0.0,0.3735,0.3735,0.1779,0.0063,0.3983,0.0027,0.9975,0.0183,0.96,0.9951,0.8646,0.2455,50.0,20.0,0.07
Tr-me_149.jpg,1,0.12,0.1751,0.0307,1.4147,1.0356,2.5493,0.0451,0.2123,0.0,0.4069,0.4069,0.1694,0.0051,0.3515,0.0019,0.9981,0.0178,0.9687,0.9964,0.8696,0.2673,50.0,20.0,0.0632
Tr-me_170.jpg,1,0.1781,0.1782,0.0318,1.1245,1.2711,3.4603,0.0635,0.2519,0.0161,0.3896,0.3735,0.228,0.0052,0.5499,0.0021,0.998,0.0219,0.9667,0.996,0.785,0.2278,50.0,20.0,0.0656
Tr-me_192.jpg,1,0.1442,0.1718,0.0295,1.1468,0.8975,2.9491,0.0503,0.2243,0.0,0.3559,0.3559,0.1857,0.0066,0.4579,0.0023,0.9978,0.0196,0.9615,0.9957,0.8651,0.2665,50.0,20.0,0.0613
Tr-me_213.jpg,1,0.156,0.1981,0.0393,1.1817,0.6643,2.8754,0.0636,0.2521,0.0,0.4494,0.4494,0.1465,0.0019,0.438,0.0011,0.9989,0.0147,0.9854,0.9978,0.8728,0.2014,50.0,20.0,0.0797
Tr-me_235.jpg,1,0.1638,0.1236,0.0153,1.0486,2.8666,3.3942,0.0421,0.2052,0.017,0.2936,0.2766,0.2111,0.0058,0.6883,0.0016,0.9985,0.0203,0.9484,0.997,0.7568,0.2641,50.0,11.6134,0.0321
Tr-me_257.jpg,1,0.1358,0.21,0.0441,1.5676,1.5843,2.3959,0.0625,0.2501,0.0,0.444,0.444,0.1443,0.0025,0.3197,0.0011,0.9989,0.0141,0.9876,0.9979,0.9208,0.2291,50.0,20.0,0.0893
Tr-me_279.jpg,1,0.1437,0.1644,0.027,1.0649,0.875,2.9465,0.0477,0.2184,0.0,0.3374,0.3374,0.1585,0.0049,0.4741,0.0018,0.9983,0.0168,0.9661,0.9966,0.8972,0.2726,50.0,20.0,0.0559
Tr-me_30.jpg,1,0.1023,0.1524,0.0232,1.5404,2.171,2.2374,0.0337,0.1836,0.0,0.3108,0.3108,0.1382,0.004,0.3258,0.002,0.9981,0.0147,0.9565,0.9963,0.8931,0.2192,50.0,20.0,0.0485
Tr-me_321.jpg,1,0.1303,0.2123,0.0451,1.5634,1.2904,2.0991,0.062,0.2491,0.0,0.464,0.464,0.1099,0.0018,0.2707,0.0006,0.9994,0.0106,0.9931,0.9988,0.9164,0.2411,50.0,20.0,0.0907
Tr-me_343.jpg,1,0.1927,0.1911,0.0365,1.011,0.4897,3.6194,0.0737,0.2714,0.0123,0.4815,0.4691,0.2406,0.0079,0.5633,0.0031,0.997,0.0267,0.9572,0.9941,0.8119,0.273,50.0,19.4934,0.0762
Tr-me_365.jpg,1,0.1659,0.1882,0.0354,1.1493,0.8222,3.2629,0.0629,0.2509,0.0,0.4096,0.4096,0.1995,0.0046,0.4953,0.0022,0.9979,0.0216,0.9692,0.9958,0.8429,0.2496,50.0,20.0,0.073
Tr-me_387.jpg,1,0.216,0.1905,0.0363,0.7129,0.1052,3.7051,0.083,0.288,0.0122,0.4553,0.4431,0.2301,0.0041,0.6342,0.0017,0.9983,0.0206,0.9762,0.9967,0.7161,0.1961,50.0,20.0,0.0743
Tr-me_408.jpg,1,0.1189,0.2099,0.044,1.8205,2.1361,1.9783,0.0582,0.2412,0.0,0.4563,0.4563,0.1005,0.0019,0.2307,0.0006,0.9994,0.0097,0.9935,0.9989,0.878,0.2563,50.0,20.0,0.0887
Tr-me_43.jpg,1,0.163,0.1794,0.0322,0.9003,0.3109,3.0021,0.0587,0.2423,0.0,0.3868,0.3868,0.1911,0.0048,0.4948,0.0022,0.9979,0.0201,0.966,0.9958,0.8951,0.2415,50.0,20.0,0.0665
Tr-me_451.jpg,1,0.1373,0.2009,0.0404,1.3603,0.7539,2.6302,0.0592,0.2433,0.0,0.4631,0.4631,0.1965,0.007,0.351,0.0025,0.9976,0.0201,0.9695,0.9954,0.8383,0.2828,50.0,20.0,0.0832
Tr-me_473.jpg,1,0.1356,0.2151,0.0463,1.6734,1.8534,2.5184,0.0646,0.2543,0.0,0.4661,0.4661,0.1204,0.0013,0.3304,0.0008,0.9992,0.012,0.9913,0.9984,0.8738,0.2033,50.0,20.0,0.0933
Tr-me_495.jpg,1,0.1269,0.178,0.0317,1.409,1.3512,2.5944,0.0478,0.2186,0.0,0.3551,0.3551,0.1742,0.0061,0.3691,0.0023,0.9977,0.0192,0.963,0.9956,0.8964,0.281,50.0,20.0,0.0657
Tr-me_516.jpg,1,0.1201,0.1891,0.0358,1.6916,2.1441,2.2982,0.0502,0.224,0.0,0.3891,0.3891,0.1221,0.0017,0.3087,0.0008,0.9992,0.0116,0.9894,0.9985,0.9221,0.2269,50.0,20.0,0.0723
Tr-me_538.jpg,1,0.0977,0.177,0.0313,2.2188,4.1902,1.9256,0.0409,0.2022,0.0,0.366,0.366,0.0814,0.0013,0.2276,0.0004,0.9996,0.0077,0.9943,0.9993,0.9238,0.2691,50.0,20.0,0.063
Tr-me_56.jpg,1,0.164,0.1779,0.0317,0.8991,0.1877,3.1404,0.0585,0.242,0.0,0.3992,0.3992,0.1928,0.0064,0.4926,0.0024,0.9977,0.0214,0.9615,0.9954,0.8808,0.2682,50.0,20.0,0.0658
Tr-me_581.jpg,1,0.1808,0.1667,0.0278,1.083,1.4924,3.7042,0.0605,0.2459,0.0123,0.3607,0.3484,0.2161,0.0065,0.5898,0.0022,0.9979,0.0214,0.9606,0.9959,0.7864,0.265,50.0,14.2362,0.0577
Tr-me_602.jpg,1,0.1523,0.1769,0.0313,1.3362,1.5182,3.1631,0.0545,0.2334,0.0081,0.3846,0.3765,0.1815,0.0038,0.4595,0.0017,0.9984,0.0173,0.9732,0.9968,0.8075,0.2206,50.0,20.0,0.0643
Tr-me_624.jpg,1,0.139,0.2012,0.0405,1.3577,0.7467,2.6465,0.0598,0.2445,0.0,0.4672,0.4672,0.1967,0.007,0.3517,0.0025,0.9976,0.0201,0.9696,0.9954,0.8381,0.2826,50.0,20.0,0.0834
Tr-me_646.jpg,1,0.1619,0.1711,0.0293,1.0449,0.6113,3.4467,0.0555,0.2355,0.0,0.3918,0.3918,0.2125,0.0079,0.5162,0.0024,0.9977,0.023,0.9585,0.9954,0.8116,0.2954,50.0,14.3431,0.061
Tr-me_668.jpg,1,0.174,0.1737,0.0302,0.9319,0.5599,3.3176,0.0604,0.2459,0.0079,0.3715,0.3636,0.2046,0.0058,0.5516,0.002,0.9981,0.02,0.9666,0.9962,0.8152,0.2555,50.0,20.0,0.0623
Tr-me_69.jpg,1,0.1486,0.1814,0.0329,1.1776,0.9351,2.9707,0.055,0.2345,0.0,0.3833,0.3833,0.195,0.0077,0.4503,0.0028,0.9974,0.0209,0.9578,0.9949,0.8454,0.2732,50.0,20.0,0.0686
Tr-me_710.jpg,1,0.1433,0.1772,0.0314,1.071,0.4392,2.8239,0.0519,0.2279,0.0,0.3586,0.3586,0.1649,0.005,0.4391,0.0019,0.9982,0.0178,0.9697,0.9964,0.8337,0.2786,50.0,20.0,0.0647
Tr-me_732.jpg,1,0.1853,0.1976,0.039,0.8895,-0.0972,3.317,0.0734,0.2709,0.0125,0.4708,0.4583,0.1801,0.003,0.5034,0.0013,0.9987,0.0172,0.9836,0.9975,0.803,0.2171,50.0,20.0,0.0794
Tr-me_754.jpg,1,0.1534,0.1935,0.0375,1.1441,0.8713,2.7211,0.061,0.247,0.0,0.376,0.376,0.1626,0.0051,0.4225,0.0017,0.9983,0.0159,0.9768,0.9967,0.8533,0.2613,50.0,20.0,0.0767
Tr-me_776.jpg,1,0.3573,0.2369,0.0561,0.592,0.327,3.9076,0.1838,0.4287,0.0435,0.664,0.6206,0.3158,0.0038,0.7813,0.0036,0.9965,0.0301,0.9678,0.9932,0.8258,0.1552,50.0,20.0,0.1158
Tr-me_798.jpg,1,0.2238,0.2187,0.0478,0.7367,-0.2042,3.6263,0.0979,0.3129,0.012,0.5,0.488,0.2129,0.0047,0.5316,0.0018,0.9983,0.0203,0.9812,0.9966,0.7939,0.2263,50.0,20.0,0.0975
Tr-me_819.jpg,1,0.1965,0.1846,0.0341,0.9238,0.7919,3.5508,0.0727,0.2696,0.0139,0.4074,0.3935,0.2414,0.0079,0.5862,0.0026,0.9975,0.0227,0.962,0.9952,0.79,0.2559,50.0,20.0,0.0708
Tr-me_840.jpg,1,0.1659,0.1836,0.0337,1.0071,0.4425,3.2609,0.0612,0.2475,0.0,0.3992,0.3992,0.1877,0.0048,0.4908,0.0019,0.9982,0.0197,0.9725,0.9964,0.8823,0.2456,50.0,20.0,0.0693
Tr-me_862.jpg,1,0.2179,0.2236,0.05,0.5997,-0.5831,3.446,0.0975,0.3123,0.0,0.4824,0.4824,0.3212,0.0196,0.5447,0.0059,0.9947,0.0333,0.9408,0.99,0.847,0.303,50.0,20.0,0.106
Tr-me_884.jpg,1,0.2047,0.2035,0.0414,0.8356,-0.1249,3.5528,0.0833,0.2887,0.0161,0.494,0.4779,0.1923,0.0039,0.5392,0.0015,0.9986,0.0187,0.9822,0.9972,0.6989,0.2325,50.0,20.0,0.0843
Tr-me_905.jpg,1,0.2868,0.2768,0.0766,0.7756,-0.2221,3.9871,0.1589,0.3986,0.0,0.7255,0.7255,0.3258,0.0071,0.6432,0.0044,0.9958,0.0319,0.9713,0.9919,0.7059,0.1897,50.0,20.0,0.1576
Tr-me_927.jpg,1,0.181,0.1868,0.0349,0.8466,0.2715,3.2376,0.0677,0.2601,0.0,0.4065,0.4065,0.2109,0.0075,0.5362,0.0027,0.9975,0.0223,0.962,0.9951,0.861,0.2858,50.0,20.0,0.0724
Tr-me_949.jpg,1,0.2313,0.1953,0.0381,0.604,-0.1735,3.8559,0.0916,0.3027,0.0126,0.4854,0.4728,0.2556,0.0082,0.6427,0.0025,0.9976,0.0252,0.9666,0.9953,0.7442,0.2695,50.0,20.0,0.0788
Tr-me_970.jpg,1,0.214,0.2072,0.043,0.8056,0.0338,3.6688,0.0888,0.2979,0.012,0.4659,0.4538,0.2092,0.0037,0.5692,0.0015,0.9985,0.0194,0.9824,0.9971,0.7705,0.2133,50.0,20.0,0.0874
Tr-me_992.jpg,1,0.1083,0.203,0.0412,1.9581,2.6701,1.7897,0.0529,0.2301,0.0,0.4472,0.4472,0.0902,0.0018,0.2115,0.0005,0.9995,0.0088,0.9938,0.999,0.9386,0.2764,50.0,20.0,0.0829
Tr-no_1012.jpg,0,0.2114,0.2444,0.0597,1.0018,0.5042,3.1626,0.1044,0.3231,0.0,0.4902,0.4902,0.3151,0.0245,0.4717,0.0074,0.9938,0.0331,0.938,0.9886,0.8951,0.3347,50.0,20.0,0.1268
Tr-no_1034.jpg,0,0.3372,0.3038,0.0923,0.2497,-1.2922,3.9725,0.206,0.4539,0.0039,0.7176,0.7137,0.5063,0.0277,0.6187,0.0119,0.9902,0.0495,0.9355,0.982,0.7986,0.2835,50.0,20.0,0.1965
Tr-no_1056.jpg,0,0.1499,0.1799,0.0324,0.8432,-0.268,2.9636,0.0548,0.2342,0.0,0.4177,0.4177,0.1898,0.0036,0.4641,0.0018,0.9983,0.0189,0.9721,0.9966,0.9045,0.2091,50.0,20.0,0.0665
Tr-no_1078.jpg,0,0.3299,0.2838,0.0805,0.1728,-1.4122,4.1552,0.1893,0.4351,0.0,0.7216,0.7216,0.4054,0.0194,0.6517,0.006,0.9943,0.0447,0.9629,0.989,0.8044,0.3622,50.0,20.0,0.167
Tr-no_11.jpg,0,0.142,0.1513,0.0229,1.2507,2.1572,3.1476,0.043,0.2074,0.0,0.2948,0.2948,0.2713,0.0212,0.5438,0.0054,0.995,0.0349,0.883,0.9904,0.8499,0.427,50.0,13.4722,0.0511
Tr-no_1120.jpg,0,0.3485,0.3218,0.1036,0.4359,-1.5998,3.8874,0.2251,0.4744,0.051,0.8039,0.7529,0.3177,0.015,0.5802,0.0063,0.9945,0.0391,0.9698,0.9896,0.8006,0.3171,50.0,20.0,0.2134
Tr-no_1142.jpg,0,0.1581,0.2092,0.0438,0.7965,-0.8533,2.4774,0.0688,0.2622,0.0,0.4582,0.4582,0.186,0.0088,0.3823,0.0029,0.9973,0.0197,0.9665,0.9947,0.926,0.4195,50.0,20.0,0.0905
Tr-no_1164.jpg,0,0.27,0.269,0.0723,1.0074,0.4208,3.9704,0.1452,0.3811,0.0,0.6588,0.6588,0.3847,0.0129,0.6443,0.0057,0.9947,0.0385,0.9603,0.9898,0.6092,0.2774,50.0,20.0,0.1504
Tr-no_1186.jpg,0,0.2422,0.2569,0.066,1.1436,0.79,3.9955,0.1247,0.3531,0.0,0.5843,0.5843,0.5744,0.0522,0.6087,0.0145,0.9876,0.0628,0.8902,0.9768,0.6348,0.3931,50.0,19.7714,0.1465
Tr-no_1207.jpg,0,0.1453,0.1924,0.037,1.4878,2.675,2.8138,0.0581,0.2411,0.0,0.3647,0.3647,0.3405,0.0362,0.4232,0.0102,0.9917,0.0382,0.8625,0.9848,0.9071,0.3857,50.0,20.0,0.0842
Tr-no_1229.jpg,0,0.1894,0.1697,0.0288,1.2849,1.7918,3.4779,0.0647,0.2544,0.0471,0.4118,0.3647,0.2552,0.0252,0.4865,0.0054,0.995,0.0335,0.9059,0.9905,0.8367,0.4477,50.0,20.0,0.063
Tr-no_1250.jpg,0,0.1975,0.2145,0.046,1.496,2.4729,2.7496,0.085,0.2916,0.0363,0.4274,0.3911,0.2262,0.008,0.4442,0.004,0.9964,0.0222,0.9568,0.9932,0.9125,0.2227,50.0,20.0,0.096
Tr-no_1272.jpg,0,0.2101,0.2731,0.0746,1.2307,0.3379,3.541,0.1187,0.3445,0.0,0.6941,0.6941,0.4606,0.0454,0.4768,0.0107,0.9911,0.0475,0.9285,0.9836,0.7519,0.3821,50.0,20.0,0.1598
Tr-no_1294.jpg,0,0.247,0.3039,0.0923,0.8078,-0.6851,3.1976,0.1533,0.3916,0.0,0.6549,0.6549,0.5175,0.0913,0.4461,0.0228,0.9843,0.0587,0.8763,0.9727,0.8547,0.4281,50.0,20.0,0.2075
Tr-no_1315.jpg,0,0.2235,0.2276,0.0518,1.0224,0.4394,3.7318,0.1017,0.319,0.0,0.5176,0.5176,0.2767,0.0172,0.4703,0.0065,0.9945,0.0297,0.9373,0.9897,0.9058,0.2801,50.0,15.8438,0.1101
Tr-no_1337.jpg,0,0.2955,0.2224,0.0495,0.5358,0.26,4.0657,0.1368,0.3698,0.0039,0.498,0.4941,0.3972,0.0208,0.7459,0.006,0.9945,0.0409,0.9398,0.9894,0.761,0.3324,50.0,18.8105,0.1049
Tr-no_1359.jpg,0,0.2798,0.2779,0.0772,0.84,0.1648,3.7468,0.1555,0.3943,0.0,0.6078,0.6078,0.568,0.0748,0.6056,0.0269,0.9817,0.0675,0.8259,0.9684,0.7605,0.4346,50.0,20.0,0.1813
Tr-no_1380.jpg,0,0.3104,0.1844,0.034,0.0481,-0.239,3.8129,0.1303,0.361,0.0498,0.4796,0.4299,0.2898,0.0059,0.7669,0.0038,0.9964,0.0295,0.9444,0.9929,0.7916,0.2201,50.0,20.0,0.0718
Tr-no_141.jpg,0,0.232,0.2085,0.0435,0.4286,-1.1655,3.3974,0.0973,0.3119,0.0339,0.4831,0.4492,0.2505,0.0139,0.524,0.004,0.9962,0.0283,0.9542,0.9927,0.8776,0.3883,50.0,20.0,0.0909
Tr-no_163.jpg,0,0.2555,0.2173,0.0472,0.6942,-0.103,4.0871,0.1125,0.3354,0.0353,0.5255,0.4902,0.6023,0.094,0.6227,0.0219,0.9815,0.0857,0.7681,0.9655,0.7199,0.5502,50.0,18.7139,0.1163
Tr-no_185.jpg,0,0.4742,0.2243,0.0503,0.0603,-0.6804,4.7275,0.2751,0.5245,0.1451,0.7804,0.6353,0.4016,0.0145,0.9806,0.0051,0.9952,0.0461,0.9497,0.9907,0.6465,0.3259,50.0,20.0,0.1057
Tr-no_206.jpg,0,0.1319,0.1581,0.025,1.3666,2.4453,2.64,0.0424,0.2059,0.0,0.2974,0.2974,0.206,0.0099,0.4533,0.0035,0.9968,0.0213,0.9298,0.994,0.9314,0.3022,50.0,19.8781,0.0535
Tr-no_228.jpg,0,0.2346,0.3492,0.1219,1.2426,-0.0174,2.8697,0.1769,0.4206,0.0039,0.9529,0.949,0.833,0.6626,0.3755,0.0931,0.9408,0.1526,0.6181,0.9013,0.5885,0.6719,50.0,20.0,0.3369
Tr-no_25.jpg,0,0.3859,0.3927,0.1542,0.3328,-1.5925,3.5744,0.3031,0.5506,0.0078,0.9725,0.9647,0.9376,0.2605,0.5354,0.0464,0.9668,0.1091,0.8497,0.9418,0.5902,0.5008,50.0,20.0,0.3547
